codice esercizio,PROVINCIA,COMUNE,CATEGORIA,DENOMINAZIONE,name,operator,LOCALITA,FRAZIONE,INDIRIZZO 1,INDIRIZZO 2,CAP,TELEFONO,CELLULARE,FAX,EMAIL,SITO,N_CAMERE,N_POSTI_LETTO,N_BAGNI,oh,PERIODO_APERTURA 1,PERIODO_APERTURA 2,PERIODO_APERTURA 3,PERIODO_APERTURA 4,PERIODO_APERTURA 5,PERIODO_APERTURA 6,PERIODO_APERTURA 7,PERIODO_APERTURA 8,lat,lng
2384,UDINE,STREGNA,-,Rosa Dei Venti di Stulin Alessandro,Rosa Dei Venti ,Stulin Alessandro,-,TRIBIL SUPERIORE,Via Superiore,50,33040,+39 0432 724116,,,,,3,6,1,"Mar 15 - Apr 15, Jun 15 - Aug 30, Dec 15 - Dec 31",Mar 15 - Apr 15,Jun 15 - Aug 30,Dec 15 - Dec 31,,,,,,,
48880,UDINE,TAIPANA,Standard,Naiadi B & B di Tarnorld Simonetta,Naiadi B & B ,Tarnorld Simonetta,loc. PONTESAMBO,MONTEAPERTA,15 comunale,1,33040,,+39 328 2264956,,tarnoldsimonetta@yahoo.com,,2,4,2,Mar 15 - Dec 31,Mar 15 - Dec 31,,,,,,,,,
60040,UDINE,TAIPANA,-,Bosco Delle Rune di Gentilini Gianni,Bosco Delle Rune ,Gentilini Gianni,-,PLATISCHIS,15 comunale,89,,,+39 335 7060980,,boscodellerune@gmail.com,,3,6,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,,
2574,UDINE,TAIPANA,-,Casa Svetlana di Malkina Svetlana,Casa Svetlana ,Malkina Svetlana,-,MONTEMAGGIORE,Via Monte Maggiore,22,33040,+39 0432 788013,,,,,3,5,3,Mar 01 - Dec 31,Mar 01 - Dec 31,,,,,,,,,
71704,UDINE,TALMASSONS,Standard,"Bed & Breakast ""nikita"" di Deana Gilberto","Bed & Breakast ""nikita"" ",Deana Gilberto,TALMASSONS,FLUMIGNANO,Via Isonzo, 17/1,33030,,+39 338 6327844,,,,2,3,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,45.9230819,13.1358663
2381,UDINE,TARCENTO,Superior,Li Dai Tos di Pividori Paolo,Li Dai Tos ,Pividori Paolo,-,LONERIACCO,Via Natisone,3,33017,+39 0432 783535,+39 347 4610812,+39 0432 783535,inesbujan@yahoo.it,http://www.lidaitos.it,2,6,2,"Jan 01 - Jan 07, Apr 06 - Dec 08, Dec 27 - Dec 31",Jan 01 - Jan 07,Apr 06 - Dec 08,Dec 27 - Dec 31,,,,,,46.1935925,13.2297009
3061,UDINE,TARCENTO,Standard,Capinera di Di Brazzà Rossella,,,-,LONERIACCO,Via Natisone,10,33017,+39 0432 783843,+39 393 9722412,+39 0432 783843,capinerafvg@alice.it,http://www.beb-italia.it,2,4,1,Apr 01 - Sep 30,Apr 01 - Sep 30,,,,,,,,46.1935925,13.2297009
2527,UDINE,TARCENTO,Standard,Casa Ongjarut di Biasizzo Diego,Casa Ongjarut ,Biasizzo Diego,-,SEDILIS,Via Bernadia,18,33017,+39 0432 791850,+39 335 6861760,+39 0432 791850,diego.biasizzo@libero.it,http://www.ongjarut.it,2,5,1,Apr 01 - Sep 30,Apr 01 - Sep 30,,,,,,,,46.2200371,13.2426603
2367,UDINE,TARCENTO,Standard,Da Lisute di Jannis Adriano,Da Lisute ,Jannis Adriano,-,SEDILIS,Via Bernadia,98,33017,+39 0432 785105,+39 328 1118359,,,,2,5,2,Apr 01 - Dec 31,Apr 01 - Dec 31,,,,,,,,46.2200371,13.2426603
47840,UDINE,TARCENTO,Standard,Da Silver di Jenny Silveris,Da Silver ,Jenny Silveris,-,SEGNACCO,Via Olivo Alfieri,11,33017,,+39 333 6379638,+39 432793068,bandbdasilver@hotmail.it,,2,4,1,Mar 15 - Nov 30,Mar 15 - Nov 30,,,,,,,,,
2619,UDINE,TARCENTO,Standard,Les Bouganvilles di Papinutti Donata,Les Bouganvilles ,Papinutti Donata,-,VOLPINS,Via delle Viole,1,33017,+39 0432 791908,+39 333 8673451,+39 0432 791908,lesbouganvilles@libero.it,,1,3,1,Mar 15 - Nov 30,Mar 15 - Nov 30,,,,,,,,46.2081287,13.2226232
67280,UDINE,TARVISIO,Superior,Al Buondi Tarvisio di  De Cillia Loredana,,Cillia Loredana,-,CAMPOROSSO,Via Lussari, 18/D,33018,+39 348 2564748,+39 348 2564748,,info@albuonditarvisio.com,http://www.albuonditarvisio.com,4,8,4,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.5009694,13.5013028
35180,UDINE,TARVISIO,Superior,Al Sentiero di Comelli Giulia,Al Sentiero ,Comelli Giulia,-,CAMPOROSSO,Via Lussari, 18/B,33010,+39 0428 40457,+39 3343857292,,,,3,6,2,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.5009694,13.5013028
2543,UDINE,TARVISIO,Standard,B&B Molino di Paolo E Danica Pivk,,Danica Pivk,-,CAMPOROSSO,Via Molino,7,33018,+39 0428 63188,+39 329 1321715,,,,1,2,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.5092726,13.5227319
2432,UDINE,TARVISIO,Standard,Casa Corte Lara di Bortot Maria,Casa Corte Lara ,Bortot Maria,-,CAMPOROSSO,Via Alpi Giulie,39,33018,+39 0428 40248,+39 333 5794844,+39 0428 40248,laracorte@virgilio.it,,2,6,2,"Jan 01 - May 30, Jun 30 - Sep 30, Oct 30 - Dec 31",Jan 01 - May 30,Jun 30 - Sep 30,Oct 30 - Dec 31,,,,,,46.507986,13.5433225
60060,UDINE,TARVISIO,Comfort,B&B Boscoverde di Filaferro Nives,B&B Boscoverde ,Filaferro Nives,-,-,Via Cadorna,18,33018,+39 0428 3038,+39 333 1590124,,anfrea.tomasi67@gmail.com,,2,5,2,"Mar 15 - Apr 15, Jun 01 - Sep 30, Dec 01 - Dec 31",Mar 15 - Apr 15,Jun 01 - Sep 30,Dec 01 - Dec 31,,,,,,46.4949926,13.6548014
67801,UDINE,TARVISIO,Comfort,B&B da Dante di Tosoni Dante,B&B da Dante ,Tosoni Dante,-,-,Via Armando Diaz,18,33018,+39 331 5855856,+39 331 5855856,,dante.tosoni@alice.it,,1,2,1,"Jan 01 - Apr 30, Jun 01 - Sep 30, Dec 01 - Dec 31",Jan 01 - Apr 30,Jun 01 - Sep 30,Dec 01 - Dec 31,,,,,,46.5058391,13.5663975
2434,UDINE,TARVISIO,-,Cristal di Liva Cristina,Cristal ,Liva Cristina,-,-,Via Ferrovia,7,33018,+39 0428 2884,+39 338 2759537,+39 0428 2884,cristina.liva@virgilio.it,http://www.babcristaltarvisio.it,2,5,1,"Jan 01 - Mar 30, Jun 01 - Sep 30, Dec 01 - Dec 31",Jan 01 - Mar 30,Jun 01 - Sep 30,Dec 01 - Dec 31,,,,,,46.5072408,13.5985547
2435,UDINE,TARVISIO,-,Da Carla di Svetina Carla,Da Carla ,Svetina Carla,-,-,Via Gorizia,20,33018,+39 0428 40136,+39 329 1531033,+39 0428 2004,misscharly2002@libero.it,,2,6,1,"Jan 01 - Apr 30, Jun 01 - Dec 31",Jan 01 - Apr 30,Jun 01 - Dec 31,,,,,,,46.5018815,13.5885899
2607,UDINE,TARVISIO,-,Famiglia Colloredo di Del Ross Selene,,Ross Selene,-,COCCAU,Via Friuli,71,33018,,+39 347 0366764,+39 0428 2364,delrossselene@googlemail.com,,3,6,3,"Jan 01 - Apr 30, Jun 01 - Oct 31, Dec 01 - Dec 31",Jan 01 - Apr 30,Jun 01 - Oct 31,Dec 01 - Dec 31,,,,,,46.5300279,13.6375093
66402,UDINE,TAVAGNACCO,Standard,Comini Filippo,,,TAVAGNACCO,COLUGNA,Via Chiavris,12,33010,,+39 393 9092799,,chevanton7@gmail.com,,2,6,2,"Jan 01 - Jan 17, Feb 01 - Feb 28, Mar 15 - Jul 31, Sep 01 - Dec 31",Jan 01 - Jan 17,Feb 01 - Feb 28,Mar 15 - Jul 31,Sep 01 - Dec 31,,,,,46.0901831,13.2090568
54540,UDINE,TERZO D AQUILEIA,Superior,B&B Al Pic De Corone di Lotti Daniele,B&B Al Pic De Corone ,Lotti Daniele,-,-,Via della Fontana,16,33050,+39 0431 30176,+39 349 5840450,,info@alpicdecorone.it,http://www.alpicdecorone.it,3,6,3,"Mar 01 - Oct 11, Oct 14 - Nov 08, Nov 12 - Nov 15, Nov 19 - Nov 22, Nov 26 - Nov 30, Dec 03 - Dec 13",Mar 01 - Oct 11,Oct 14 - Nov 08,Nov 12 - Nov 15,Nov 19 - Nov 22,Nov 26 - Nov 30,Dec 03 - Dec 13,,,,
63680,UDINE,TERZO D AQUILEIA,Comfort,Balzano da 4 di Ricamo Susanna,Balzano da 4 ,Ricamo Susanna,-,-,Via Ronchi,16,33050,+39 0431 30177,+39 339 6383641,,balzanox4@gmail.com,https://sites.google.com/site/balzanox4,2,5,2,May 01 - Nov 30,May 01 - Nov 30,,,,,,,,,
43881,UDINE,TOLMEZZO,Standard,Alle Tre Colombe  di D Orlando Caterina,,Orlando Caterina,-,CANEVA,Via monte Grappa, 74/C,33028,,+39 340 7467689,,,,3,4,1,"Jan 01 - Feb 28, May 01 - Sep 30, Nov 01 - Dec 31",Jan 01 - Feb 28,May 01 - Sep 30,Nov 01 - Dec 31,,,,,,46.4078966,12.9983729
45421,UDINE,TOLMEZZO,Standard,Nel Verde di Marcolini Daniela,Nel Verde ,Marcolini Daniela,-,TERZO,Via Romana,20,33028,,+39 347 7206352,,scriviadaniela@yahoo.it,,2,4,1,"Jan 01 - Apr 15, May 01 - Sep 15, Nov 01 - Nov 30, Dec 15 - Dec 31",Jan 01 - Apr 15,May 01 - Sep 15,Nov 01 - Nov 30,Dec 15 - Dec 31,,,,,46.4320453,13.0190003
52280,UDINE,TOLMEZZO,Comfort,Da Mamma Lo di Bertuzzi Loretta,Da Mamma Lo ,Bertuzzi Loretta,-,TERZO,Via Monte Sernio,13,33028,+39 0433 2604,+39 338 4737683,,l.bertu@libero.it,,2,4,2,"Feb 22 - Apr 07, Apr 19 - May 05, May 10 - Sep 29, Oct 25 - Nov 03, Nov 29 - Dec 31",Feb 22 - Apr 07,Apr 19 - May 05,May 10 - Sep 29,Oct 25 - Nov 03,Nov 29 - Dec 31,,,,46.4312156,13.0188013
67620,UDINE,TOLMEZZO,Comfort,La Mansarda di Gabri di Cosetti Gabriella,La Mansarda di Gabri ,Cosetti Gabriella,TOLMEZZO,-,Via della Vittoria,19,33028,,+39 3498249255,,cosetti@alice.it,,1,2,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.4118402,13.0122673
65120,UDINE,TOLMEZZO,Comfort,La Stelute di D Orlando Daniela,,Orlando Daniela,-,TERZO,Via Monte Sernio,3,33028,+39 043340971,+39 3349970679,,,,1,2,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.4312156,13.0188013
2580,UDINE,TOLMEZZO,-,Il Cardo di Straulino Elvira,Il Cardo ,Straulino Elvira,-,-,Via Somalia,5,33028,+39 0433 43902,+39 347 3912175,+39 0433 43902,ilcardo@bbcarnia.it,http://www.bbcarnia.it,6,10,2,"Jan 01 - Jan 07, Feb 02 - Feb 04, Feb 16 - Feb 18, Feb 23 - Feb 25, Mar 09 - Mar 11, Mar 16 - Mar 18, Mar 23 - Nov 02",Jan 01 - Jan 07,Feb 02 - Feb 04,Feb 16 - Feb 18,Feb 23 - Feb 25,Mar 09 - Mar 11,Mar 16 - Mar 18,Mar 23 - Nov 02,Dec 06 - Dec 31,,
2538,UDINE,TORREANO,-,Al Cocolar di Montanino Roberto,Al Cocolar ,Montanino Roberto,-,MONTINA,Via Kennedy,17,33040,,+39 339 8430076,,aritacocolar@libero.it,,1,3,1,Apr 01 - Oct 31,Apr 01 - Oct 31,,,,,,,,,
2477,UDINE,TORREANO,-,Da Ilva di Iacuzzi Ilva,Da Ilva ,Iacuzzi Ilva,-,-,Via Principale,52,33040,+39 0432 712106,,,,,2,4,1,Apr 01 - Sep 30,Apr 01 - Sep 30,,,,,,,,46.1281854,13.4313566
2475,UDINE,TORREANO,-,Emma di  Guerra Luigi,,Guerra Luigi,-,MONTINA,Via Kennedy,41,33040,+39 0432 715384,+39 380  4186002,+39 0432 715248,aziendaagricola@guerraluigi.it,http://www.guerraluigi.it,3,8,3,Apr 01 - Dec 31,Apr 01 - Dec 31,,,,,,,,,
2627,UDINE,TORREANO,-,Friendship  di Wangler Bernadette,Friendship  ,Wangler Bernadette,-,-,Via del Mulino, 25/1,33040,+39 0432 712302,,+39 0432 712302,friendship25@alice.it,,2,5,1,Apr 03 - Jun 06,Apr 03 - Jun 06,,,,,,,,46.1253092,13.4304632
2539,UDINE,TORREANO,-,Marie-therese di Roiatti Walter,Marie-therese ,Roiatti Walter,-,MONTINA,Via Zorutti,19,33040,+39 0432 715106,+39 339 4420813,+39 0432 715106,info@marietherese.it,http://www.marietherese.it,3,6,2,Mar 15 - Oct 30,Mar 15 - Oct 30,,,,,,,,,
68460,UDINE,TRASAGHIS,Standard,Palar di Latino Adele,Palar ,Latino Adele,-,-,Via Napoleonica,7,33010,+39 3401001009,+39 348 5524028,,bebpalar@gmail.com,,3,5,1,Mar 01 - Oct 31,Mar 01 - Oct 31,,,,,,,,46.3124656,13.0499336
60681,UDINE,TRICESIMO,Standard,B & B Cuei di Baret di Artico Virgilio,B & B Cuei di Baret ,Artico Virgilio,TRICESIMO,ADORGNANO,Via Cuol Barbar,9,33019,+39 0432 854533,+39 333 6421817,,tubetti@gmail.com,,2,4,2,Apr 01 - Oct 15,Apr 01 - Oct 15,,,,,,,,,
70860,UDINE,TRICESIMO,Comfort,B&B Le Querce di  Caselli Federica,,Caselli Federica,TRICESIMO,-,Via monte Grappa,15,33019,,+39 348 4480742,,fede_caselli@yahoo.it,,2,6,2,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.1852979,13.2156941
72160,UDINE,TRICESIMO,Comfort,La Casa Blu di Monasteto di Agosto Francesca,La Casa Blu di Monasteto ,Agosto Francesca,TRICESIMO,MONASTETO,Via Belvedere,17,33019,+39 0432 854788,,,info@francesca-agosto.it,,3,6,3,Mar 15 - Nov 15,Mar 15 - Nov 15,,,,,,,,46.1553923,13.2049326
35321,UDINE,TRICESIMO,-,Colline Moreniche di Tami Moreno,Colline Moreniche ,Tami Moreno,-,ARA,Via San Giovanni,29,33019,+39 0432 853930,+39 340 6289730,,,,2,5,2,"Mar 15 - Apr 30, May 15 - May 31, Jun 15 - Jun 30, Jul 05 - Aug 15, Sep 01 - Sep 15, Oct 01 - Oct 31",Mar 15 - Apr 30,May 15 - May 31,Jun 15 - Jun 30,Jul 05 - Aug 15,Sep 01 - Sep 15,Oct 01 - Oct 31,,,46.1590335,13.1885473
59700,UDINE,TRICESIMO,-,Villa  Miotti De Braida di Miotti Giovanni,Villa  Miotti De Braida ,Miotti Giovanni,TRICESIMO,-,Via Borgobello,4,,+39 0432 883590,,,miotti@villamiotti.it,,3,6,3,Jun 06 - Oct 30,Jun 06 - Oct 30,,,,,,,,46.1625132,13.2157922
60080,UDINE,TRIVIGNANO UDINESE,Superior,Alla Piazzetta di Cleri Laura,Alla Piazzetta ,Cleri Laura,TRIVIGNANO UDINESE,-,Via Aquileia,1,33050,+39 0432 999262,+39 333 7864412,,laura.paviotti@gmail.com,,3,5,3,"Jan 01 - Jan 31, Mar 01 - Dec 31",Jan 01 - Jan 31,Mar 01 - Dec 31,,,,,,,45.9410456,13.3448105
3480,UDINE,TRIVIGNANO UDINESE,Superior,Casa Barnaba - Manin di Komauli Valentina,Casa Barnaba - Manin ,Komauli Valentina,-,CLAUIANO,Via Stretta,1,33050,+39 0432 999528,+39 339 6273057,+39 0432 999528,valentina.komauli@alice.it,http://www.casabarnaba-manin.it,2,6,2,"Jan 01 - Jan 08, Mar 01 - Nov 30, Dec 16 - Dec 31",Jan 01 - Jan 08,Mar 01 - Nov 30,Dec 16 - Dec 31,,,,,,45.9289731,13.3320985
51240,UDINE,UDINE,Superior,B & B Al Meriggio di Pitis Giovanni,B & B Al Meriggio ,Pitis Giovanni,-,-,Via Latisana,41,33100,+39 392 8812742,+39 392 8812742,,bbmeriggio@gmail.com,http://www.bbmeriggio.com,3,6,3,"Jan 15 - Jul 20, Sep 01 - Dec 15",Jan 15 - Jul 20,Sep 01 - Dec 15,,,,,,,46.0741443,13.2291808
45841,UDINE,UDINE,Superior,B & B Erica di Pessotto Erica,B & B Erica ,Pessotto Erica,-,-,Via Paolo Fistulario,42,33100,+39 0432 234077,,,maxbighammers@libero.it,,2,5,2,"Mar 01 - Jul 31, Sep 16 - Dec 31",Mar 01 - Jul 31,Sep 16 - Dec 31,,,,,,,46.0475789,13.2254619
51680,UDINE,UDINE,Superior,C Era Una Volta di Vidoni Ludovica,C Era Una Volta ,Vidoni Ludovica,-,-,Via Veneto, 177/11,33100,+39 346 3748706,+39 349 4440480,,ceraunavolta_bb@libero.it,,2,4,2,"Jan 01 - Oct 31, Nov 12 - Dec 31",Jan 01 - Oct 31,Nov 12 - Dec 31,,,,,,,46.0246541,13.254293
2649,UDINE,UDINE,Superior,Casa Renata di Beltramini Renata,Casa Renata ,Beltramini Renata,-,PAPAROTTI,Via Tissano,8,33100,+39 0432 600232,+39 333 2834928,+39 0432 600232,casarenata@libero.it,http://www.bbcasarenata.it,3,5,3,"Feb 10 - Oct 30, Dec 05 - Dec 31",Feb 10 - Oct 30,Dec 05 - Dec 31,,,,,,,46.0220407,13.2669965
61080,UDINE,UDINE,Superior,Friul di Venuti Riccardo,Friul ,Venuti Riccardo,-,-,Via San Rocco,368,33100,+39 338 9992725,+39 0432 232355,+39 0432 232355,rickonline@tin.it,,1,3,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.051679,13.2111039
54240,UDINE,UDINE,Superior,La Luna E Le Stelle di Rizzi Amalfia,La Luna E Le Stelle ,Rizzi Amalfia,-,-,Via Brescia, 11/1,33100,+39 0432 403428,+39 340 8360851,+39 0432 403428,amalfia@virgilio.it,http://www.lunastelle.it,1,2,1,"Jan 01 - Mar 24, Apr 07 - Jul 15, Aug 16 - Sep 04, Sep 15 - Dec 10",Jan 01 - Mar 24,Apr 07 - Jul 15,Aug 16 - Sep 04,Sep 15 - Dec 10,,,,,46.0876518,13.1985085
61120,UDINE,UDINE,Superior,Piano.Bb di Costantini Scala Carlo,,Scala Carlo,-,-,Via Monte Hermada,1,33100,+39 335 7559957,+39 393 9303643,,info.pianobb@gmail.com,,2,6,3,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.0742279,13.2377464
35341,UDINE,UDINE,Superior,Scenarium di Bielcikova Slava,Scenarium ,Bielcikova Slava,-,-,Viale Venezia,184,33100,+39 329 4946124,+39 329 4946124,,scenarium@alice.it,http://www.scenariumudine.com,3,8,3,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.0509737,13.2067621
62620,UDINE,UDINE,Superior,Trinity di Mendoza Gutierrez Ana Mercedes,,Ana Mercedes,-,-,Via Adige,45,33100,+39 340 3930870,+39 0432 1744343,,,,1,2,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.0733868,13.2578425
33180,UDINE,UDINE,Standard,Al Gatto Rosso di Contardo Fabio,Al Gatto Rosso ,Contardo Fabio,-,-,Via Baldasseria Media,129,33100,,+39 328 2660808,,info@algattorosso.com,http://www.algattorosso.com,4,8,3,"Jan 01 - Jan 06, Jan 18 - Feb 17, Mar 01 - Dec 31",Jan 01 - Jan 06,Jan 18 - Feb 17,Mar 01 - Dec 31,,,,,,46.0427823,13.2604812
46240,UDINE,UDINE,Standard,Al Giglio Bianco di Levi Gigliola,Al Giglio Bianco ,Levi Gigliola,-,-,Via Campagnola,60,33100,+39 349 2228475,,+39 0432 480725,gigliobiancoud@yahoo.it,,2,4,1,"Jan 01 - Jan 14, Feb 15 - Mar 14, Apr 15 - Sep 30, Nov 01 - Dec 31",Jan 01 - Jan 14,Feb 15 - Mar 14,Apr 15 - Sep 30,Nov 01 - Dec 31,,,,,46.0437865,13.2402052
61860,UDINE,UDINE,Standard,Cinqueminutidacentroestazione di Lunazzi Melania,Cinqueminutidacentroestazione ,Lunazzi Melania,-,-,Via Teobaldo Ciconi,18,33100,+39 349 5208243,,,l_melania@hotmail.com,,1,2,1,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.0576543,13.2381031
56960,UDINE,UDINE,Standard,Il Posto di Zaffira di Secchi Maria,Il Posto di Zaffira ,Secchi Maria,-,-,Via Monzambano,138,33100,+39 338 3000414,+39 0432 582254,,mzaffira@gmail.com,,2,4,2,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.0609372,13.2559767
54840,UDINE,UDINE,Standard,La 12° Notte di Linda Alessandra,La 12° Notte ,Linda Alessandra,-,-,Via Cormons,25,33100,+39 0432 482562,+39 393 1474922,,alessandralinda@aruba.it,,2,3,1,Apr 15 - Dec 31,Apr 15 - Dec 31,,,,,,,,46.0747472,13.2326271
55560,UDINE,UDINE,Standard,Madonnetta di Mazzucchelli Andrea,Madonnetta ,Mazzucchelli Andrea,-,-,Via della Madonnetta,51,33100,+39 0432 524201,+39 338 2165433,,andmazud@hotmail.it,,4,7,4,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.0490486,13.2465921
56440,UDINE,UDINE,Standard,Marameo di Carnevali Mauro,Marameo ,Carnevali Mauro,-,-,Via Tavagnacco, 64/12,33100,+39 335 6399172,+39 340 6161708,+39 0432 644007,bedbreakfastmarameo@gmail.com,,3,5,3,Apr 16 - Dec 31,Apr 16 - Dec 31,,,,,,,,46.0867857,13.2306058
68242,UDINE,UDINE,Comfort,Accanto Al Focolare 2 di Lazzati Fabrizio,Accanto Al Focolare 2 ,Lazzati Fabrizio,-,-,Via Baldasseria Bassa,237,33100,+39 348 7210734,,,lazzatifabrizio@gmail.com,,1,2,1,May 01 - Dec 31,May 01 - Dec 31,,,,,,,,46.0275744,13.2628721
65201,UDINE,UDINE,Comfort,Civico 51 di Merlo Angela,Civico 51 ,Merlo Angela,-,-,Via Gorizia,51,33100,+39 347 7770474,,,info@civico51.it,,3,7,3,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.0757292,13.2391029
62220,UDINE,UDINE,Comfort,Plume di Fattori Daniela,Plume ,Fattori Daniela,-,-,Via Pinerolo,9,33100,+39 329 7447225,,,fattoridaniela@gmail.com,,2,6,2,Jan 01 - Dec 31,Jan 01 - Dec 31,,,,,,,,46.0882366,13.2316918
37720,UDINE,UDINE,-,Agli Schnauzer di Cappelletti Fiammetta,Agli Schnauzer ,Cappelletti Fiammetta,-,-,Via Capodistria,57,33100,+39 0432 481211,+39 339 7687112,,fiammettacap@yahoo.it,,2,5,2,"Jan 01 - Jan 20, Feb 01 - Nov 17, Nov 29 - Dec 31",Jan 01 - Jan 20,Feb 01 - Nov 17,Nov 29 - Dec 31,,,,,,46.0742567,13.2484804
37000,UDINE,UDINE,-,Ai Tigli di Stefini Emanuela,Ai Tigli ,Stefini Emanuela,-,-,Via Monzambano, 54/2,33100,+39 0432 283198,+39 330 714853,,emanuela.stefini@gmail.com,http://www.dormireaudine.it,3,6,2,"Jan 15 - Aug 04, Aug 19 - Nov 03, Nov 18 - Dec 31",Jan 15 - Aug 04,Aug 19 - Nov 03,Nov 18 - Dec 31,,,,,,46.0609372,13.2559767
2645,UDINE,UDINE,-,Al Borgo Vecchio di Pigani Sandra,Al Borgo Vecchio ,Pigani Sandra,-,-,Via Cussignacco, 48/4,33100,+39 0432 25091,+39 339 6242164,,sandra.pigani@gmail.com,,3,5,1,"Jan 01 - Aug 10, Aug 26 - Dec 31",Jan 01 - Aug 10,Aug 26 - Dec 31,,,,,,,46.0290371,13.2212863
33344,UDINE,UDINE,-,Al Teatro di Zottig Pintor Andrea,,Pintor Andrea,-,-,Viale Trieste,18,33100,+39 0432 510468,+39 335 5455330,+39 0432 510468,linozp@gmail.com,,2,5,2,"Jan 01 - Jul 28, Aug 26 - Dec 31",Jan 01 - Jul 28,Aug 26 - Dec 31,,,,,,,46.0618866,13.2476169
2566,UDINE,UDINE,-,Al Vecchio Noce di Pigani Maria-giustina,,,-,-,Via del Bon,548,33100,+39 0432 581172,+39 329 9827582,,alvecchionoce@libero.it,http://www.alvecchionoce.com,3,6,2,Jan 05 - Dec 24,Jan 05 - Dec 24,,,,,,,,46.064732,13.2584456
33342,UDINE,UDINE,-,Alla Gledizia di Lestani Lorenzo,Alla Gledizia ,Lestani Lorenzo,-,-,Viale Cadore, 2/A,33100,,+39 334 3653046,,allagledizia@alice.it,,3,6,2,"Jan 02 - Aug 01, Aug 16 - Dec 23",Jan 02 - Aug 01,Aug 16 - Dec 23,,,,,,,46.0714004,13.2207413
42080,UDINE,UDINE,-,B & B Dei Musicanti di Biondi Roberto,B & B Dei Musicanti ,Biondi Roberto,-,-,Via Gorizia,18,33100,+39 0432 470421,+39 320 0439320,,bbdeimusicanti@email.it,http://www.bbmusicanti.it,1,2,1,"Jan 10 - Jul 31, Aug 10 - Dec 20",Jan 10 - Jul 31,Aug 10 - Dec 20,,,,,,,46.0757292,13.2391029
43680,UDINE,UDINE,-,Borgo Nuvola di Calligaris Pamela,Borgo Nuvola ,Calligaris Pamela,-,-,Via Risano, 19/4,33100,+39 338 6045489,+39 338 6045489,,bb.borgonuvola@gmail.com,http://www.borgonuvola.it,2,3,1,"Jan 06 - Feb 10, Mar 20 - May 30, Jun 10 - Jun 30, Jul 15 - Aug 20, Sep 01 - Dec 31",Jan 06 - Feb 10,Mar 20 - May 30,Jun 10 - Jun 30,Jul 15 - Aug 20,Sep 01 - Dec 31,,,,46.0429685,13.2567667
2392,UDINE,UDINE,-,Camera Con Vista di Asquini Fabiola,Camera Con Vista ,Asquini Fabiola,-,-,Via Daniele Manin,16,33100,+39 0432 501174,+39 338 5675241,+39 0432 501174,fabiola.asquini@libero.it,http://www.manin16.it,1,3,1,"Jan 01 - Jan 15, Feb 01 - Dec 31",Jan 01 - Jan 15,Feb 01 - Dec 31,,,,,,,46.0636267,13.2371807
2551,UDINE,UDINE,-,Casa Adele di Chiavatti Anna-maria,,,-,-,Via della Madonnetta,44,33100,+39 0432 602723,,,annabo.chi@libero.it,,3,6,2,"Jan 15 - Aug 15, Sep 01 - Dec 15",Jan 15 - Aug 15,Sep 01 - Dec 15,,,,,,,46.0490486,13.2465921
2501,UDINE,UDINE,-,Casa Daniela di Zoratti Franco,Casa Daniela ,Zoratti Franco,-,-,Via Pradamano,88,33100,+39 0432 522992,+39 338 1032219,,info@casadaniela.com,http://www.casadaniela.com,2,4,2,"Jan 01 - May 30, Jun 16 - Dec 31",Jan 01 - May 30,Jun 16 - Dec 31,,,,,,,46.0545684,13.2497821
37721,UDINE,UDINE,-,Casa Meridiana di Del Gobbo Franca,,Gobbo Franca,-,-,Via Fruch,37,33100,+39 0432 281028,+39 339 5037566,+39 0432 281028,,,3,6,1,"Jan 01 - Jan 31, Mar 16 - Dec 31",Jan 01 - Jan 31,Mar 16 - Dec 31,,,,,,,46.1232027,13.1799691
32379,UDINE,UDINE,-,Da Cathy di Galliussi Gabriella,Da Cathy ,Galliussi Gabriella,-,-,Via Francesco di Toppo, 19/3,33100,+39 0432 1790713,+39 347 5146435,,cathybb07@yahoo.it,,2,3,1,"Jan 02 - Aug 14, Aug 17 - Dec 22",Jan 02 - Aug 14,Aug 17 - Dec 22,,,,,,,46.0706183,13.2319056
